Zone,Weight,FedEx_First_Overnight,FedEx_Priority_Overnight,FedEx_Standard_Overnight,FedEx_2Day_AM,FedEx_2Day,FedEx_Express_Saver
6,111,1026.75,992.34,972.36,966.81,806.97,630.48
6,112,1036.00,1001.28,981.12,975.52,814.24,636.16
6,113,1045.25,1010.22,989.88,984.23,821.51,641.84
6,114,1054.50,1019.16,998.64,992.94,828.78,647.52
6,115,1063.75,1028.10,1007.40,1001.65,836.05,653.20
6,116,1073.00,1037.04,1016.16,1010.36,843.32,658.88
6,117,1082.25,1045.98,1024.92,1019.07,850.59,664.56
6,118,1091.50,1054.92,1033.68,1027.78,857.86,670.24
6,119,1100.75,1063.86,1042.44,1036.49,865.13,675.92
6,120,1110.00,1072.80,1051.20,1045.20,872.40,681.60
6,121,1119.25,1081.74,1059.96,1053.91,879.67,687.28
6,122,1128.50,1090.68,1068.72,1062.62,886.94,692.96
6,123,1137.75,1099.62,1077.48,1071.33,894.21,698.64
6,124,1147.00,1108.56,1086.24,1080.04,901.48,704.32
6,125,1156.25,1117.50,1095.00,1088.75,908.75,710.00
6,126,1165.50,1126.44,1103.76,1097.46,916.02,715.68
6,127,1174.75,1135.38,1112.52,1106.17,923.29,721.36
6,128,1184.00,1144.32,1121.28,1114.88,930.56,727.04
6,129,1193.25,1153.26,1130.04,1123.59,937.83,732.72
6,130,1202.50,1162.20,1138.80,1132.30,945.10,738.40
6,131,1211.75,1171.14,1147.56,1141.01,952.37,744.08
6,132,1221.00,1180.08,1156.32,1149.72,959.64,749.76
6,133,1230.25,1189.02,1165.08,1158.43,966.91,755.44
6,134,1239.50,1197.96,1173.84,1167.14,974.18,761.12
6,135,1248.75,1206.90,1182.60,1175.85,981.45,766.80
6,136,1258.00,1215.84,1191.36,1184.56,988.72,772.48
6,137,1267.25,1224.78,1200.12,1193.27,995.99,778.16
6,138,1276.50,1233.72,1208.88,1201.98,1003.26,783.84
6,139,1285.75,1242.66,1217.64,1210.69,1010.53,789.52
6,140,1295.00,1251.60,1226.40,1219.40,1017.80,795.20
6,141,1304.25,1260.54,1235.16,1228.11,1025.07,800.88
6,142,1313.50,1269.48,1243.92,1236.82,1032.34,806.56
6,143,1322.75,1278.42,1252.68,1245.53,1039.61,812.24
6,144,1332.00,1287.36,1261.44,1254.24,1046.88,817.92
6,145,1341.25,1296.30,1270.20,1262.95,1054.15,823.60
6,146,1350.50,1305.24,1278.96,1271.66,1061.42,829.28
6,147,1359.75,1314.18,1287.72,1280.37,1068.69,834.96
6,148,1369.00,1323.12,1296.48,1289.08,1075.96,840.64
6,149,1378.25,1332.06,1305.24,1297.79,1083.23,846.32
6,150,1387.50,1341.00,1314.00,1306.50,1090.50,852.00
7,1,134.80,103.80,91.30,49.62,42.67,35.90
7,2,141.68,110.68,104.58,57.18,50.07,40.00
7,3,159.81,128.81,114.01,66.21,58.00,44.76
7,4,170.90,139.90,124.08,77.04,66.24,51.17
7,5,172.84,141.84,128.00,85.81,73.79,56.49
7,6,193.69,162.69,141.65,95.28,82.01,62.75
7,7,200.81,169.81,153.76,105.85,88.65,71.00
7,8,210.84,179.84,163.11,116.64,100.29,77.72
7,9,211.85,180.85,174.94,125.56,109.98,85.29
7,10,213.60,182.60,176.13,136.58,119.63,91.78
7,11,248.53,217.53,198.60,141.06,128.23,98.42
7,12,253.10,222.10,209.41,159.94,132.09,104.65
7,13,272.81,241.81,220.50,164.66,144.23,105.29
7,14,274.79,243.79,230.12,174.76,149.91,110.68
7,15,276.05,245.05,237.74,181.08,158.49,120.92
7,16,300.84,269.84,241.63,188.75,166.61,127.23
7,17,303.32,272.32,247.11,204.10,174.61,127.87
7,18,303.58,272.58,252.43,209.13,175.43,139.67
7,19,303.83,272.83,258.08,222.93,191.69,143.46
7,20,304.63,273.63,266.38,225.73,198.27,143.95
7,21,320.29,289.29,276.19,234.43,205.08,153.43
7,22,334.57,303.57,295.93,243.07,212.92,154.39
7,23,351.17,320.17,299.15,255.74,219.91,167.17
7,24,357.63,326.63,303.06,265.74,222.90,168.46
7,25,358.47,327.47,306.58,270.10,236.57,178.77
7,26,366.66,335.66,317.73,284.55,244.70,184.94
7,27,368.90,337.90,322.90,289.54,252.92,191.43
7,28,382.52,351.52,330.49,293.19,259.45,197.28
7,29,392.64,361.64,340.56,298.69,265.94,203.15
7,30,394.20,363.20,342.10,302.54,273.13,203.75
7,31,406.63,375.63,354.46,318.24,279.04,209.09
7,32,408.44,377.44,356.26,319.83,286.79,210.59
7,33,430.63,399.63,375.00,328.34,293.39,216.04
7,34,439.07,408.07,386.82,349.63,300.68,221.12
7,35,442.88,411.88,394.22,351.87,307.30,226.70
7,36,448.93,417.93,396.53,362.37,315.22,231.35
7,37,462.69,431.69,409.64,363.43,326.43,236.00
7,38,464.08,433.08,415.51,364.93,334.91,240.73
7,39,464.88,433.88,418.88,390.47,343.82,253.34
7,40,476.08,445.08,423.54,397.42,352.25,254.62
7,41,482.39,451.39,429.81,420.31,361.44,254.91
7,42,484.08,453.08,431.48,430.68,370.35,260.27
7,43,506.16,475.16,453.44,436.03,377.22,266.07
7,44,513.87,482.87,461.09,437.09,383.63,271.74
7,45,521.69,490.69,473.22,450.02,390.81,277.41
7,46,527.28,496.28,474.44,459.27,397.12,287.64
7,47,528.73,497.73,480.41,460.20,397.77,288.68
7,48,537.79,506.79,484.88,461.66,407.38,308.67
7,49,538.70,507.70,490.32,472.62,408.35,311.73
7,50,540.79,509.79,492.53,481.84,409.01,312.33
7,51,582.56,551.56,536.56,508.26,422.06,316.03
7,52,607.68,576.68,548.33,517.15,452.17,316.60
7,53,624.50,593.50,552.32,524.75,456.79,317.26
7,54,626.19,595.19,564.72,525.51,457.36,330.34
7,55,637.13,606.13,580.94,536.34,457.93,331.66
7,56,638.23,607.23,589.07,538.17,458.49,333.22
7,57,639.02,608.02,589.89,538.66,467.75,364.24
7,58,640.67,609.67,591.53,545.26,468.69,367.36
7,59,642.37,611.37,593.23,558.24,474.52,373.12
7,60,676.23,645.23,627.19,574.94,485.05,373.76
7,61,696.40,665.40,647.38,580.45,489.03,385.90
7,62,705.92,674.92,649.40,586.26,489.94,392.54
7,63,715.53,684.53,666.56,593.32,507.39,398.84
7,64,727.91,696.91,678.95,617.16,509.15,405.14
7,65,738.70,707.70,680.19,640.66,509.70,411.41
7,66,739.80,708.80,681.16,643.02,510.59,417.01
7,67,740.32,709.32,690.91,651.74,511.15,417.67
7,68,740.83,709.83,691.89,657.54,511.71,418.28
7,69,741.34,710.34,692.29,659.31,513.46,419.20
7,70,742.85,711.85,693.32,660.15,546.71,437.11
7,71,772.91,741.91,713.84,661.21,552.16,447.95
7,72,805.20,774.20,742.86,682.24,552.71,452.81
7,73,808.44,777.44,758.58,684.35,553.28,453.42
7,74,808.95,777.95,760.16,692.26,554.06,454.06
7,75,810.00,779.00,761.19,701.35,569.40,455.33
7,76,830.56,799.56,770.80,705.02,578.30,466.90
7,77,832.64,801.64,783.63,706.08,596.11,468.16
7,78,833.68,802.68,784.92,707.45,606.79,469.46
7,79,836.01,805.01,788.81,734.77,642.79,470.71
7,80,837.65,806.65,790.83,767.41,646.39,471.98
7,81,870.27,839.27,821.77,773.18,648.37,474.08
7,82,873.54,842.54,824.87,775.01,649.49,514.35
7,83,874.63,843.63,825.96,795.67,650.60,518.39
7,84,891.85,860.85,843.22,797.75,661.58,519.65
7,85,893.59,862.59,844.95,799.13,662.70,520.93
7,86,894.63,863.63,846.00,800.18,663.74,522.19
7,87,895.95,864.95,847.32,801.21,668.22,526.50
7,88,899.25,868.25,850.63,807.98,673.40,527.65
7,89,965.16,934.16,915.84,809.77,674.50,528.93
7,90,1001.13,970.13,940.80,830.03,675.64,530.33
7,91,1004.74,973.74,943.30,849.40,676.77,531.48
7,92,1005.78,974.78,944.10,866.67,677.88,532.73
7,93,1007.04,976.04,944.90,868.41,678.99,534.00
7,94,1008.19,977.19,946.49,869.60,680.12,535.29
7,95,1009.25,978.25,947.29,870.78,686.16,536.56
7,96,1010.27,979.27,948.51,876.17,687.27,537.81
7,97,1011.29,980.29,949.31,878.70,701.73,539.11
7,98,1013.63,982.63,952.16,902.92,718.15,540.93
7,99,1060.29,1029.29,1009.10,905.94,750.47,577.27
7,100,1126.00,1095.00,1052.00,947.00,830.00,639.00
7,101,1137.26,1105.95,1062.52,956.47,838.30,645.39
7,102,1148.52,1116.90,1073.04,965.94,846.60,651.78
7,103,1159.78,1127.85,1083.56,975.41,854.90,658.17
7,104,1171.04,1138.80,1094.08,984.88,863.20,664.56
7,105,1182.30,1149.75,1104.60,994.35,871.50,670.95
7,106,1193.56,1160.70,1115.12,1003.82,879.80,677.34
7,107,1204.82,1171.65,1125.64,1013.29,888.10,683.73
7,108,1216.08,1182.60,1136.16,1022.76,896.40,690.12
7,109,1227.34,1193.55,1146.68,1032.23,904.70,696.51
7,110,1238.60,1204.50,1157.20,1041.70,913.00,702.90
7,111,1249.86,1215.45,1167.72,1051.17,921.30,709.29
7,112,1261.12,1226.40,1178.24,1060.64,929.60,715.68
7,113,1272.38,1237.35,1188.76,1070.11,937.90,722.07
7,114,1283.64,1248.30,1199.28,1079.58,946.20,728.46
7,115,1294.90,1259.25,1209.80,1089.05,954.50,734.85
7,116,1306.16,1270.20,1220.32,1098.52,962.80,741.24
7,117,1317.42,1281.15,1230.84,1107.99,971.10,747.63
7,118,1328.68,1292.10,1241.36,1117.46,979.40,754.02
7,119,1339.94,1303.05,1251.88,1126.93,987.70,760.41
7,120,1351.20,1314.00,1262.40,1136.40,996.00,766.80
7,121,1362.46,1324.95,1272.92,1145.87,1004.30,773.19
7,122,1373.72,1335.90,1283.44,1155.34,1012.60,779.58
7,123,1384.98,1346.85,1293.96,1164.81,1020.90,785.97
7,124,1396.24,1357.80,1304.48,1174.28,1029.20,792.36
7,125,1407.50,1368.75,1315.00,1183.75,1037.50,798.75
7,126,1418.76,1379.70,1325.52,1193.22,1045.80,805.14
7,127,1430.02,1390.65,1336.04,1202.69,1054.10,811.53
7,128,1441.28,1401.60,1346.56,1212.16,1062.40,817.92
7,129,1452.54,1412.55,1357.08,1221.63,1070.70,824.31
7,130,1463.80,1423.50,1367.60,1231.10,1079.00,830.70
7,131,1475.06,1434.45,1378.12,1240.57,1087.30,837.09
7,132,1486.32,1445.40,1388.64,1250.04,1095.60,843.48
7,133,1497.58,1456.35,1399.16,1259.51,1103.90,849.87
7,134,1508.84,1467.30,1409.68,1268.98,1112.20,856.26
7,135,1520.10,1478.25,1420.20,1278.45,1120.50,862.65
7,136,1531.36,1489.20,1430.72,1287.92,1128.80,869.04
7,137,1542.62,1500.15,1441.24,1297.39,1137.10,875.43
7,138,1553.88,1511.10,1451.76,1306.86,1145.40,881.82
7,139,1565.14,1522.05,1462.28,1316.33,1153.70,888.21
7,140,1576.40,1533.00,1472.80,1325.80,1162.00,894.60
7,141,1587.66,1543.95,1483.32,1335.27,1170.30,900.99
7,142,1598.92,1554.90,1493.84,1344.74,1178.60,907.38
7,143,1610.18,1565.85,1504.36,1354.21,1186.90,913.77
7,144,1621.44,1576.80,1514.88,1363.68,1195.20,920.16
7,145,1632.70,1587.75,1525.40,1373.15,1203.50,926.55
7,146,1643.96,1598.70,1535.92,1382.62,1211.80,932.94
7,147,1655.22,1609.65,1546.44,1392.09,1220.10,939.33
7,148,1666.48,1620.60,1556.96,1401.56,1228.40,945.72
7,149,1677.74,1631.55,1567.48,1411.03,1236.70,952.11
7,150,1689.00,1642.50,1578.00,1420.50,1245.00,958.50
8,1,137.55,106.55,95.35,50.70,43.54,39.86
8,2,153.02,122.02,110.55,60.23,52.69,46.30
8,3,164.39,133.39,120.84,70.38,60.45,52.29
8,4,176.16,145.16,132.30,80.09,68.81,59.82
8,5,177.36,146.36,135.21,91.12,78.29,67.10
8,6,200.69,169.69,150.71,99.82,83.66,76.31
8,7,212.30,181.30,162.56,109.96,90.45,79.48
8,8,217.94,186.94,171.12,120.98,103.93,86.79
8,9,218.52,187.52,183.84,132.81,114.08,98.57
8,10,220.17,189.17,185.46,142.65,123.41,106.27
8,11,252.89,221.89,204.59,143.90,133.71,113.88
8,12,257.56,226.56,215.52,166.37,134.74,120.34
8,13,277.66,246.66,225.91,172.87,151.26,127.65
8,14,279.68,248.68,237.11,178.27,152.92,134.26
8,15,280.96,249.96,245.05,184.72,165.23,141.83
8,16,306.24,275.24,252.26,192.53,172.24,148.15
8,17,308.78,277.78,257.64,208.19,180.24,154.80
8,18,309.04,278.04,262.05,213.32,181.05,160.04
8,19,309.29,278.29,271.34,228.71,197.14,165.86
8,20,310.68,279.68,272.47,230.25,204.48,172.93
8,21,338.16,307.16,291.55,239.12,209.41,178.60
8,22,348.58,317.58,303.90,257.24,217.53,185.27
8,23,357.59,326.59,305.14,266.76,224.98,186.96
8,24,364.17,333.17,311.89,271.24,227.36,187.82
8,25,365.02,334.02,316.07,275.52,246.46,204.47
8,26,381.67,350.67,329.64,293.52,253.25,210.70
8,27,391.24,360.24,345.24,295.34,261.21,217.24
8,28,406.44,375.44,354.28,299.06,267.53,224.23
8,29,408.41,377.41,356.25,304.67,275.50,231.21
8,30,409.13,378.13,360.34,308.60,282.47,237.83
8,31,416.93,385.93,370.93,324.61,290.03,244.29
8,32,429.51,398.51,380.82,326.24,297.03,245.14
8,33,445.38,414.38,392.99,334.91,304.59,246.09
8,34,447.25,416.25,398.61,362.55,312.08,264.77
8,35,451.12,420.12,402.50,365.32,313.45,266.65
8,36,460.04,429.04,407.58,370.21,321.54,278.30
8,37,474.60,443.60,425.74,370.71,336.61,279.47
8,38,476.07,445.07,427.56,372.23,345.79,280.01
8,39,477.41,446.41,431.41,402.35,354.78,290.57
8,40,484.99,453.99,432.39,405.37,362.62,301.07
8,41,497.98,466.98,451.98,433.45,372.42,307.50
8,42,515.16,484.16,462.38,443.73,381.77,314.15
8,43,529.22,498.22,482.92,444.76,389.74,321.45
8,44,544.02,513.02,495.94,445.84,397.41,322.19
8,45,545.51,514.51,497.25,459.03,403.34,323.19
8,46,565.42,534.42,512.39,468.46,412.04,343.01
8,47,567.42,536.42,514.47,469.42,412.92,345.01
8,48,567.74,536.74,514.68,470.90,416.20,354.77
8,49,568.00,537.00,515.00,482.08,416.53,355.76
8,50,569.55,538.55,521.40,491.49,417.20,357.27
8,51,593.62,562.62,547.30,521.66,430.51,387.46
8,52,633.52,602.52,586.77,536.75,462.70,390.50
8,53,637.51,606.51,591.51,538.26,465.93,400.43
8,54,638.10,607.10,592.09,546.04,466.52,401.43
8,55,649.53,618.53,592.61,547.07,467.09,401.99
8,56,650.68,619.68,601.21,548.94,467.68,402.57
8,57,651.19,620.19,602.08,549.44,477.12,410.62
8,58,652.87,621.87,603.75,556.17,478.07,417.33
8,59,685.85,654.85,636.81,569.42,484.02,425.01
8,60,689.15,658.15,640.12,586.45,494.76,432.71
8,61,709.73,678.73,660.73,601.64,498.82,439.64
8,62,726.06,695.06,667.57,603.17,499.74,440.36
8,63,729.23,698.23,680.27,605.19,517.55,454.18
8,64,755.08,724.08,706.16,644.88,519.35,461.42
8,65,763.22,732.22,714.33,653.64,519.90,472.40
8,66,764.73,733.73,715.83,655.89,520.82,482.42
8,67,765.24,734.24,716.34,664.78,521.38,483.43
8,68,769.50,738.50,720.62,670.77,521.95,503.48
8,69,783.60,752.60,724.39,672.85,523.73,505.49
8,70,785.03,754.03,736.17,673.36,557.65,506.17
8,71,787.77,756.77,738.91,674.44,563.23,519.34
8,72,842.32,811.32,775.07,695.90,563.79,520.66
8,73,847.79,816.79,797.40,698.05,564.36,521.23
8,74,848.38,817.38,799.64,706.12,565.15,521.80
8,75,849.41,818.41,800.69,715.38,580.81,523.22
8,76,850.21,819.21,801.49,726.51,589.87,551.25
8,77,851.01,820.01,802.29,727.98,608.04,554.06
8,78,851.81,820.81,803.79,730.26,651.33,556.64
8,79,852.61,821.61,804.59,766.66,655.68,561.84
8,80,854.26,823.26,807.03,782.77,659.32,563.10
8,81,887.11,856.11,838.60,788.65,661.34,564.38
8,82,890.40,859.40,841.76,790.52,662.48,567.12
8,83,891.51,860.51,842.86,814.48,663.62,581.68
8,84,909.11,878.11,860.52,816.90,674.82,583.14
8,85,910.88,879.88,862.29,817.95,675.97,604.88
8,86,911.92,880.92,863.32,818.98,677.04,607.06
8,87,913.26,882.26,864.27,820.01,681.60,608.69
8,88,917.61,886.61,869.02,824.14,686.88,609.84
8,89,1004.33,973.33,951.78,826.02,688.01,610.98
8,90,1022.39,991.39,960.06,863.44,689.16,612.13
8,91,1024.23,993.23,973.55,867.22,690.31,613.38
8,92,1025.40,994.40,974.90,884.09,691.45,614.67
8,93,1026.57,995.57,976.04,885.80,692.57,615.92
8,94,1027.76,996.76,977.21,887.00,693.73,617.48
8,95,1028.95,997.95,978.38,888.21,699.90,648.49
8,96,1030.00,999.00,979.41,893.70,701.02,672.59
8,97,1031.30,1000.30,980.68,896.29,715.77,675.01
8,98,1033.67,1002.67,983.00,920.99,732.54,676.35
8,99,1080.89,1049.89,1029.30,924.06,774.04,696.34
8,100,1197.00,1166.00,1097.00,975.00,855.00,726.00
8,101,1208.97,1177.66,1107.97,984.75,863.55,733.26
8,102,1220.94,1189.32,1118.94,994.50,872.10,740.52
8,103,1232.91,1200.98,1129.91,1004.25,880.65,747.78
8,104,1244.88,1212.64,1140.88,1014.00,889.20,755.04
8,105,1256.85,1224.30,1151.85,1023.75,897.75,762.30
8,106,1268.82,1235.96,1162.82,1033.50,906.30,769.56
8,107,1280.79,1247.62,1173.79,1043.25,914.85,776.82
8,108,1292.76,1259.28,1184.76,1053.00,923.40,784.08
8,109,1304.73,1270.94,1195.73,1062.75,931.95,791.34
8,110,1316.70,1282.60,1206.70,1072.50,940.50,798.60
8,111,1328.67,1294.26,1217.67,1082.25,949.05,805.86
8,112,1340.64,1305.92,1228.64,1092.00,957.60,813.12
8,113,1352.61,1317.58,1239.61,1101.75,966.15,820.38
8,114,1364.58,1329.24,1250.58,1111.50,974.70,827.64
8,115,1376.55,1340.90,1261.55,1121.25,983.25,834.90
8,116,1388.52,1352.56,1272.52,1131.00,991.80,842.16
8,117,1400.49,1364.22,1283.49,1140.75,1000.35,849.42
8,118,1412.46,1375.88,1294.46,1150.50,1008.90,856.68
8,119,1424.43,1387.54,1305.43,1160.25,1017.45,863.94
8,120,1436.40,1399.20,1316.40,1170.00,1026.00,871.20
8,121,1448.37,1410.86,1327.37,1179.75,1034.55,878.46
8,122,1460.34,1422.52,1338.34,1189.50,1043.10,885.72
8,123,1472.31,1434.18,1349.31,1199.25,1051.65,892.98
8,124,1484.28,1445.84,1360.28,1209.00,1060.20,900.24
8,125,1496.25,1457.50,1371.25,1218.75,1068.75,907.50
8,126,1508.22,1469.16,1382.22,1228.50,1077.30,914.76
8,127,1520.19,1480.82,1393.19,1238.25,1085.85,922.02
8,128,1532.16,1492.48,1404.16,1248.00,1094.40,929.28
8,129,1544.13,1504.14,1415.13,1257.75,1102.95,936.54
8,130,1556.10,1515.80,1426.10,1267.50,1111.50,943.80
8,131,1568.07,1527.46,1437.07,1277.25,1120.05,951.06
8,132,1580.04,1539.12,1448.04,1287.00,1128.60,958.32
8,133,1592.01,1550.78,1459.01,1296.75,1137.15,965.58
8,134,1603.98,1562.44,1469.98,1306.50,1145.70,972.84
8,135,1615.95,1574.10,1480.95,1316.25,1154.25,980.10
8,136,1627.92,1585.76,1491.92,1326.00,1162.80,987.36
8,137,1639.89,1597.42,1502.89,1335.75,1171.35,994.62
8,138,1651.86,1609.08,1513.86,1345.50,1179.90,1001.88
8,139,1663.83,1620.74,1524.83,1355.25,1188.45,1009.14
8,140,1675.80,1632.40,1535.80,1365.00,1197.00,1016.40
8,141,1687.77,1644.06,1546.77,1374.75,1205.55,1023.66
8,142,1699.74,1655.72,1557.74,1384.50,1214.10,1030.92
8,143,1711.71,1667.38,1568.71,1394.25,1222.65,1038.18
8,144,1723.68,1679.04,1579.68,1404.00,1231.20,1045.44
8,145,1735.65,1690.70,1590.65,1413.75,1239.75,1052.70
8,146,1747.62,1702.36,1601.62,1423.50,1248.30,1059.96
8,147,1759.59,1714.02,1612.59,1433.25,1256.85,1067.22
8,148,1771.56,1725.68,1623.56,1443.00,1265.40,1074.48
8,149,1783.53,1737.34,1634.53,1452.75,1273.95,1081.74
8,150,1795.50,1749.00,1645.50,1462.50,1282.50,1089.00
